,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
3924,Console,2000.0,Platform,Ubisoft,0.16,0.11,0.0,0.02,0.28
3925,Console,2005.0,Action,Take-Two Interactive,0.21,0.06,0.0,0.01,0.28
3926,Console,2010.0,Misc,Electronic Arts,0.16,0.1,0.0,0.03,0.28
3927,Console,2010.0,Sports,Take-Two Interactive,0.24,0.02,0.0,0.02,0.28
3928,Console,2016.0,Fighting,Namco Bandai Games,0.1,0.08,0.07,0.04,0.28
3929,Console,2002.0,Sports,Activision,0.21,0.06,0.0,0.01,0.28
3930,Handheld,2006.0,Role-Playing,Konami Digital Entertainment,0.2,0.08,0.0,0.01,0.28
3931,Handheld,2001.0,Action,Activision,0.2,0.08,0.0,0.01,0.28
3932,Console,2003.0,Racing,Namco Bandai Games,0.14,0.11,0.0,0.04,0.28
3933,Console,2010.0,Sports,Activision,0.18,0.07,0.0,0.04,0.28
3934,Console,2003.0,Sports,Namco Bandai Games,0.0,0.0,0.28,0.0,0.28
3935,Handheld,1999.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.28,0.0,0.28
3936,Handheld,2005.0,Action,Activision,0.2,0.08,0.0,0.01,0.28
3937,Console,2008.0,Action,Sony Computer Entertainment,0.0,0.17,0.09,0.02,0.28
3938,Console,2016.0,Sports,Konami Digital Entertainment,0.01,0.16,0.09,0.03,0.28
3939,Console,2006.0,Simulation,Sega,0.24,0.0,0.01,0.02,0.28
3940,Console,2005.0,Fighting,Electronic Arts,0.21,0.06,0.0,0.01,0.28
3941,Handheld,2009.0,Action,Ubisoft,0.15,0.11,0.0,0.03,0.28
3942,Console,2006.0,Adventure,THQ,0.24,0.02,0.0,0.02,0.28
3943,Handheld,2006.0,Role-Playing,Nintendo,0.0,0.0,0.28,0.01,0.28
3944,Console,1999.0,Sports,Electronic Arts,0.27,0.01,0.0,0.0,0.28
3945,Handheld,2010.0,Action,Konami Digital Entertainment,0.16,0.1,0.0,0.03,0.28
3946,Console,2013.0,Racing,Electronic Arts,0.14,0.12,0.0,0.02,0.28
3947,Console,2010.0,Shooter,Namco Bandai Games,0.1,0.12,0.02,0.05,0.28
3948,Console,2003.0,Action,Electronic Arts,0.14,0.11,0.0,0.04,0.28
3949,Handheld,1991.0,Platform,Nintendo,0.0,0.0,0.28,0.0,0.28
3950,Handheld,2007.0,Strategy,Konami Digital Entertainment,0.13,0.02,0.12,0.01,0.28
3951,XOne,2016.0,Fighting,Namco Bandai Games,0.19,0.06,0.0,0.03,0.28
3952,Handheld,2011.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.28,0.0,0.28
3953,Console,1991.0,Sports,Namco Bandai Games,0.0,0.0,0.28,0.0,0.28
3954,Handheld,1991.0,Platform,Nintendo,0.0,0.0,0.28,0.0,0.28
3955,Handheld,2002.0,Platform,THQ,0.2,0.07,0.0,0.01,0.28
3956,Handheld,2007.0,Sports,Ubisoft,0.26,0.0,0.0,0.02,0.28
3957,Console,2002.0,Racing,THQ,0.14,0.11,0.0,0.04,0.28
3958,Console,2013.0,Shooter,Electronic Arts,0.11,0.11,0.01,0.05,0.28
3959,Console,2007.0,Shooter,Sony Computer Entertainment,0.14,0.11,0.0,0.04,0.28
3960,Console,2015.0,Misc,Activision,0.09,0.14,0.0,0.05,0.28
3961,Handheld,2007.0,Sports,Sony Computer Entertainment,0.26,0.0,0.0,0.02,0.28
3962,Console,2012.0,Misc,Nintendo,0.13,0.12,0.0,0.02,0.28
3963,Handheld,2007.0,Simulation,Activision,0.26,0.0,0.0,0.02,0.28
3964,Handheld,2010.0,Misc,Electronic Arts,0.16,0.1,0.0,0.03,0.28
3965,Handheld,2010.0,Racing,THQ,0.18,0.08,0.0,0.02,0.28
3966,Console,2007.0,Fighting,Sega,0.2,0.03,0.03,0.02,0.28
3967,Handheld,2002.0,Action,Ubisoft,0.2,0.07,0.0,0.01,0.28
3968,Console,1998.0,Fighting,Sony Computer Entertainment,0.09,0.06,0.1,0.02,0.28
3969,Console,2004.0,Sports,Electronic Arts,0.21,0.06,0.0,0.01,0.28
3970,Console,2011.0,Action,Electronic Arts,0.11,0.09,0.04,0.04,0.28
3971,Console,1995.0,Sports,Konami Digital Entertainment,0.16,0.11,0.0,0.02,0.28
3972,Console,2014.0,Misc,Ubisoft,0.12,0.11,0.0,0.05,0.28
3973,Console,2004.0,Action,THQ,0.22,0.06,0.0,0.01,0.28
3974,Console,2001.0,Action,Konami Digital Entertainment,0.21,0.06,0.0,0.01,0.28
3975,Console,2011.0,Sports,Activision,0.24,0.02,0.0,0.02,0.28
3976,Handheld,2012.0,Misc,Activision,0.13,0.13,0.0,0.03,0.28
3977,Console,2016.0,Sports,Konami Digital Entertainment,0.0,0.21,0.03,0.03,0.28
3978,Console,2001.0,Sports,THQ,0.14,0.11,0.0,0.04,0.28
3979,Handheld,2006.0,Platform,Activision,0.25,0.01,0.0,0.02,0.28
3980,Handheld,2010.0,Adventure,Activision,0.26,0.01,0.0,0.02,0.28
3981,Handheld,2007.0,Action,Take-Two Interactive,0.23,0.02,0.0,0.03,0.28
3982,Handheld,2011.0,Misc,Sony Computer Entertainment,0.05,0.04,0.17,0.02,0.28
3983,Console,1998.0,Strategy,Activision,0.15,0.11,0.0,0.02,0.28
3984,Console,2009.0,Misc,Activision,0.14,0.09,0.0,0.04,0.28
3985,Console,2008.0,Action,Namco Bandai Games,0.0,0.0,0.28,0.0,0.28
3986,Console,2005.0,Platform,Activision,0.21,0.06,0.0,0.01,0.28
3987,Console,2010.0,Action,Activision,0.15,0.1,0.0,0.03,0.28
3988,Console,2009.0,Action,Activision,0.11,0.01,0.0,0.16,0.28
3989,Console,2012.0,Role-Playing,Electronic Arts,0.14,0.11,0.0,0.02,0.28
3990,Console,1994.0,Simulation,Sega,0.0,0.0,0.28,0.0,0.28
3991,Console,2003.0,Misc,Nintendo,0.0,0.0,0.27,0.01,0.28
3992,Handheld,2006.0,Puzzle,Sega,0.0,0.0,0.28,0.0,0.28
3993,Console,1998.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.26,0.02,0.28
3994,Console,2006.0,Sports,Electronic Arts,0.24,0.01,0.0,0.02,0.28
3995,PC,2012.0,Action,Electronic Arts,0.09,0.16,0.0,0.03,0.28
3996,Handheld,2008.0,Misc,Ubisoft,0.25,0.0,0.0,0.02,0.28
3997,Console,1998.0,Fighting,Electronic Arts,0.15,0.1,0.0,0.02,0.28
3998,Console,2008.0,Action,THQ,0.14,0.11,0.0,0.04,0.28
3999,Console,2005.0,Action,Activision,0.21,0.06,0.0,0.01,0.28
4000,Console,2008.0,Sports,Electronic Arts,0.14,0.11,0.0,0.04,0.28
4001,Console,2008.0,Adventure,Namco Bandai Games,0.0,0.07,0.19,0.01,0.28
4002,Console,2010.0,Action,THQ,0.22,0.04,0.0,0.02,0.28
4003,Handheld,2001.0,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.01,0.28
4004,Console,2002.0,Adventure,Ubisoft,0.14,0.11,0.0,0.04,0.28
4005,Handheld,2003.0,Platform,Konami Digital Entertainment,0.2,0.07,0.0,0.0,0.28
4006,Handheld,2011.0,Sports,Take-Two Interactive,0.22,0.03,0.0,0.03,0.28
4007,PC,2010.0,Strategy,Ubisoft,0.04,0.19,0.0,0.05,0.28
4008,Console,1996.0,Shooter,Namco Bandai Games,0.0,0.0,0.28,0.0,0.28
4009,Handheld,2000.0,Platform,Nintendo,0.0,0.0,0.28,0.0,0.28
4010,Console,2009.0,Racing,Nintendo,0.26,0.0,0.0,0.02,0.28
4011,Handheld,2012.0,Sports,Konami Digital Entertainment,0.0,0.07,0.18,0.03,0.28
4012,Console,2015.0,Action,Activision,0.13,0.1,0.0,0.05,0.28
4013,Handheld,2007.0,Misc,Nintendo,0.0,0.0,0.27,0.0,0.27
4014,Console,2000.0,Sports,Take-Two Interactive,0.13,0.1,0.0,0.04,0.27
4015,Handheld,2007.0,Misc,Electronic Arts,0.25,0.0,0.0,0.02,0.27
4016,Console,2010.0,Sports,Activision,0.18,0.06,0.0,0.03,0.27
4017,Handheld,2002.0,Racing,Konami Digital Entertainment,0.2,0.07,0.0,0.0,0.27
4018,Handheld,2005.0,Racing,Electronic Arts,0.24,0.01,0.0,0.02,0.27
4019,Console,2010.0,Action,Sega,0.15,0.1,0.0,0.03,0.27
4020,Handheld,2009.0,Simulation,Electronic Arts,0.25,0.0,0.0,0.02,0.27
4021,Console,2009.0,Misc,Electronic Arts,0.09,0.01,0.0,0.17,0.27
4022,Handheld,2008.0,Role-Playing,Konami Digital Entertainment,0.09,0.01,0.15,0.01,0.27
4023,Console,2000.0,Adventure,THQ,0.15,0.1,0.0,0.02,0.27
4024,Console,1997.0,Fighting,Namco Bandai Games,0.02,0.02,0.22,0.02,0.27
4025,Console,2010.0,Strategy,Ubisoft,0.12,0.12,0.0,0.03,0.27
4026,Console,2013.0,Misc,Sega,0.08,0.0,0.19,0.01,0.27
4027,Handheld,2005.0,Puzzle,Namco Bandai Games,0.16,0.0,0.1,0.01,0.27
4028,Console,1984.0,Racing,Activision,0.26,0.01,0.0,0.0,0.27
4029,Handheld,2010.0,Simulation,Sony Computer Entertainment,0.02,0.17,0.0,0.09,0.27
4030,Console,2004.0,Sports,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.27
4031,Handheld,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.0,0.27
4032,Handheld,2006.0,Strategy,Namco Bandai Games,0.0,0.0,0.27,0.0,0.27
4033,Console,2003.0,Role-Playing,Nintendo,0.21,0.05,0.0,0.01,0.27
4034,Console,1993.0,Fighting,Namco Bandai Games,0.0,0.0,0.27,0.0,0.27
4035,Console,2008.0,Shooter,Sega,0.15,0.1,0.0,0.02,0.27
4036,Console,1994.0,Sports,Namco Bandai Games,0.0,0.0,0.27,0.0,0.27
4037,Handheld,2012.0,Misc,Sega,0.07,0.07,0.12,0.01,0.27
4038,Console,2004.0,Action,Ubisoft,0.13,0.1,0.0,0.03,0.27
4039,Console,2011.0,Sports,Ubisoft,0.14,0.1,0.0,0.03,0.27
4040,Handheld,2006.0,Sports,Electronic Arts,0.2,0.04,0.0,0.04,0.27
4041,Console,2006.0,Sports,Electronic Arts,0.25,0.01,0.0,0.02,0.27
4042,Console,1980.0,Misc,Activision,0.25,0.02,0.0,0.0,0.27
4043,Console,2011.0,Action,Ubisoft,0.06,0.16,0.0,0.05,0.27
4044,Handheld,2006.0,Platform,Activision,0.19,0.07,0.0,0.0,0.27
4045,Handheld,2010.0,Strategy,Ubisoft,0.09,0.15,0.0,0.03,0.27
4046,Console,2002.0,Platform,Electronic Arts,0.21,0.05,0.0,0.01,0.27
4047,Handheld,2002.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.26,0.01,0.27
4048,Handheld,2002.0,Fighting,THQ,0.19,0.07,0.0,0.0,0.27
4049,Console,2005.0,Racing,Electronic Arts,0.2,0.06,0.0,0.01,0.27
4050,Console,2007.0,Simulation,THQ,0.24,0.01,0.0,0.02,0.27
4051,Console,2004.0,Shooter,THQ,0.13,0.1,0.0,0.03,0.27
4052,Console,2008.0,Action,Activision,0.2,0.04,0.0,0.03,0.27
4053,Console,2001.0,Sports,Electronic Arts,0.2,0.06,0.0,0.01,0.27
4054,Console,1997.0,Sports,Konami Digital Entertainment,0.25,0.02,0.0,0.0,0.27
4055,Console,1998.0,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.0,0.27
4056,Console,1999.0,Strategy,Nintendo,0.22,0.05,0.0,0.0,0.27
4057,Console,2011.0,Shooter,Ubisoft,0.14,0.11,0.0,0.03,0.27
4058,Handheld,2012.0,Action,Nintendo,0.0,0.0,0.27,0.0,0.27
4059,Handheld,2005.0,Role-Playing,Ubisoft,0.0,0.01,0.25,0.01,0.27
4060,Console,2007.0,Action,Electronic Arts,0.13,0.1,0.0,0.03,0.27
4061,PC,2013.0,Racing,Electronic Arts,0.04,0.19,0.0,0.04,0.27
4062,Console,2007.0,Racing,THQ,0.13,0.1,0.0,0.03,0.27
4063,Console,2005.0,Action,Activision,0.2,0.06,0.0,0.01,0.27
4064,Handheld,2001.0,Sports,Activision,0.19,0.07,0.0,0.0,0.27
4065,Console,2000.0,Racing,Namco Bandai Games,0.06,0.05,0.14,0.02,0.27
4066,Handheld,2010.0,Action,THQ,0.13,0.12,0.0,0.02,0.27
4067,Console,2008.0,Misc,Konami Digital Entertainment,0.25,0.0,0.0,0.02,0.27
4068,Console,1995.0,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.0,0.27
4069,Console,2008.0,Action,Sega,0.22,0.03,0.0,0.03,0.27
4070,Console,2010.0,Sports,Take-Two Interactive,0.25,0.0,0.0,0.02,0.27
4071,Console,2011.0,Racing,Activision,0.25,0.0,0.0,0.02,0.27
4072,Handheld,2001.0,Role-Playing,Nintendo,0.0,0.0,0.26,0.01,0.27
4073,Console,2003.0,Sports,Electronic Arts,0.21,0.05,0.0,0.01,0.27
4074,Console,2015.0,Fighting,Namco Bandai Games,0.16,0.08,0.0,0.02,0.27
4075,Console,2002.0,Racing,Electronic Arts,0.2,0.06,0.0,0.01,0.27
4076,Console,1999.0,Racing,Electronic Arts,0.15,0.1,0.0,0.02,0.27
4077,Handheld,2010.0,Simulation,Nintendo,0.25,0.0,0.0,0.02,0.27
4078,Handheld,2010.0,Strategy,Nintendo,0.0,0.0,0.27,0.0,0.27
4079,Console,2011.0,Misc,Activision,0.25,0.0,0.0,0.02,0.27
4080,Console,2007.0,Action,THQ,0.23,0.02,0.0,0.02,0.27
4081,Console,2008.0,Action,Sega,0.22,0.03,0.0,0.02,0.27
4082,Console,2009.0,Misc,Take-Two Interactive,0.24,0.01,0.0,0.02,0.27
4083,Console,1999.0,Role-Playing,Activision,0.15,0.1,0.0,0.02,0.27
4084,Console,1998.0,Sports,Konami Digital Entertainment,0.0,0.0,0.25,0.02,0.27
4085,Console,2006.0,Simulation,Electronic Arts,0.21,0.05,0.0,0.01,0.27
4086,Console,2007.0,Sports,Take-Two Interactive,0.18,0.08,0.0,0.0,0.27
4087,Console,2003.0,Racing,Sega,0.0,0.0,0.27,0.0,0.27
4088,Handheld,2007.0,Sports,Electronic Arts,0.24,0.0,0.0,0.02,0.27
4089,Console,2003.0,Simulation,Konami Digital Entertainment,0.13,0.1,0.0,0.03,0.27
4090,Handheld,2009.0,Misc,Ubisoft,0.25,0.0,0.0,0.02,0.27
4091,Console,2009.0,Puzzle,THQ,0.25,0.0,0.0,0.02,0.27
4092,Console,2000.0,Sports,Sony Computer Entertainment,0.15,0.1,0.0,0.02,0.27
4093,Console,2002.0,Sports,Electronic Arts,0.2,0.06,0.0,0.01,0.27
4094,Handheld,2011.0,Misc,Activision,0.25,0.0,0.0,0.02,0.27
4095,Handheld,2010.0,Adventure,THQ,0.19,0.05,0.0,0.02,0.27
4096,Handheld,2006.0,Sports,Electronic Arts,0.24,0.0,0.0,0.02,0.27
4097,Console,1996.0,Fighting,Sony Computer Entertainment,0.06,0.04,0.14,0.02,0.27
4098,Console,2014.0,Adventure,Activision,0.11,0.11,0.0,0.05,0.27
4099,Console,2005.0,Fighting,Namco Bandai Games,0.13,0.1,0.0,0.03,0.27
4100,Console,2006.0,Action,Electronic Arts,0.23,0.02,0.0,0.02,0.27
4101,Console,2007.0,Adventure,Ubisoft,0.13,0.1,0.0,0.03,0.27
4102,Console,2009.0,Sports,Take-Two Interactive,0.25,0.0,0.0,0.02,0.27
4103,Console,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.0,0.27
4104,XOne,2015.0,Action,Electronic Arts,0.15,0.09,0.0,0.02,0.27
4105,Console,2008.0,Sports,Ubisoft,0.24,0.0,0.0,0.02,0.27
4106,Console,2009.0,Simulation,Ubisoft,0.25,0.0,0.0,0.02,0.27
4107,Console,2009.0,Misc,Konami Digital Entertainment,0.16,0.08,0.0,0.02,0.27
4108,Console,2006.0,Action,Ubisoft,0.13,0.1,0.0,0.03,0.27
4109,Console,2009.0,Sports,Take-Two Interactive,0.14,0.1,0.0,0.03,0.27
4110,Console,2012.0,Action,Activision,0.18,0.06,0.0,0.02,0.27
4111,Handheld,2010.0,Fighting,Namco Bandai Games,0.11,0.04,0.09,0.03,0.27
4112,Console,2003.0,Sports,Sega,0.2,0.06,0.0,0.01,0.27
4113,Console,2006.0,Sports,Sony Computer Entertainment,0.24,0.0,0.01,0.02,0.26
4114,Console,2007.0,Sports,Take-Two Interactive,0.24,0.0,0.0,0.02,0.26
4115,Console,2014.0,Racing,Ubisoft,0.06,0.18,0.0,0.02,0.26
4116,Console,2011.0,Misc,THQ,0.23,0.01,0.0,0.02,0.26
4117,Handheld,2005.0,Platform,Ubisoft,0.21,0.04,0.0,0.02,0.26
4118,Console,2013.0,Action,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26
4119,Console,1998.0,Shooter,Sega,0.0,0.0,0.26,0.0,0.26
4120,Console,2010.0,Action,Electronic Arts,0.22,0.03,0.0,0.02,0.26
4121,Console,2010.0,Simulation,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26
4122,Console,2009.0,Simulation,Electronic Arts,0.22,0.02,0.0,0.02,0.26
4123,Console,2001.0,Action,Take-Two Interactive,0.13,0.1,0.0,0.03,0.26
4124,Console,2002.0,Shooter,Sega,0.16,0.05,0.04,0.01,0.26
4125,Console,1999.0,Sports,Konami Digital Entertainment,0.0,0.0,0.25,0.02,0.26
4126,Handheld,2013.0,Action,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26
4127,Console,1996.0,Sports,Sony Computer Entertainment,0.15,0.1,0.0,0.02,0.26
4128,Console,2007.0,Simulation,Ubisoft,0.13,0.1,0.0,0.03,0.26
4129,Console,2015.0,Action,Activision,0.05,0.19,0.0,0.02,0.26
4130,Console,1997.0,Platform,Sony Computer Entertainment,0.15,0.1,0.0,0.02,0.26
4131,Handheld,2009.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.26,0.0,0.26
4132,Handheld,2007.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26
4133,Handheld,2014.0,Fighting,Namco Bandai Games,0.0,0.07,0.17,0.02,0.26
4134,Handheld,2002.0,Action,THQ,0.19,0.07,0.0,0.0,0.26
4135,Handheld,1994.0,Racing,Sega,0.0,0.0,0.26,0.0,0.26
4136,Handheld,2007.0,Misc,Nintendo,0.0,0.0,0.26,0.0,0.26
4137,Console,2009.0,Simulation,Namco Bandai Games,0.24,0.0,0.0,0.02,0.26
4138,Console,2004.0,Racing,Take-Two Interactive,0.13,0.1,0.0,0.03,0.26
4139,Handheld,2010.0,Misc,Ubisoft,0.22,0.03,0.0,0.02,0.26
4140,Console,2007.0,Role-Playing,Sega,0.1,0.08,0.05,0.03,0.26
4141,Console,2013.0,Sports,Konami Digital Entertainment,0.0,0.0,0.26,0.0,0.26
4142,Handheld,2002.0,Action,THQ,0.19,0.07,0.0,0.0,0.26
4143,Handheld,2006.0,Fighting,Namco Bandai Games,0.26,0.0,0.0,0.0,0.26
4144,Console,2011.0,Role-Playing,Nintendo,0.0,0.01,0.25,0.0,0.26
4145,Handheld,2002.0,Platform,THQ,0.19,0.07,0.0,0.0,0.26
4146,Handheld,2006.0,Role-Playing,Nintendo,0.0,0.0,0.26,0.01,0.26
4147,Handheld,2005.0,Racing,Electronic Arts,0.19,0.07,0.0,0.0,0.26
4148,Handheld,2012.0,Misc,Ubisoft,0.11,0.1,0.01,0.05,0.26
4149,Console,2000.0,Simulation,Activision,0.15,0.1,0.0,0.02,0.26
4150,Console,2002.0,Fighting,Ubisoft,0.13,0.1,0.0,0.03,0.26
4151,Console,2010.0,Sports,Ubisoft,0.14,0.09,0.0,0.02,0.26
4152,PC,2006.0,Role-Playing,Take-Two Interactive,0.01,0.2,0.0,0.05,0.26
4153,Console,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.26,0.0,0.26
4154,Handheld,2004.0,Sports,Electronic Arts,0.24,0.0,0.0,0.02,0.26
4155,Handheld,2014.0,Action,Activision,0.14,0.1,0.0,0.02,0.26
4156,Handheld,2006.0,Misc,Konami Digital Entertainment,0.14,0.05,0.07,0.01,0.26
4157,Handheld,2003.0,Sports,Konami Digital Entertainment,0.0,0.0,0.25,0.01,0.26
4158,Handheld,2009.0,Action,Activision,0.17,0.07,0.0,0.02,0.26
4159,Handheld,2009.0,Misc,Sega,0.0,0.0,0.26,0.0,0.26
4160,Console,2007.0,Racing,THQ,0.18,0.04,0.01,0.03,0.26
4161,Handheld,2008.0,Fighting,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26
4162,Console,1996.0,Action,Activision,0.21,0.05,0.0,0.0,0.26
4163,Console,2007.0,Sports,Electronic Arts,0.13,0.1,0.0,0.03,0.26
4164,Console,2002.0,Sports,Konami Digital Entertainment,0.13,0.1,0.0,0.03,0.26
4165,Console,2014.0,Action,Sega,0.0,0.0,0.26,0.0,0.26
4166,Handheld,2009.0,Action,Activision,0.11,0.1,0.0,0.06,0.26
4167,Console,2010.0,Sports,Activision,0.17,0.07,0.0,0.02,0.26
4168,Console,2001.0,Adventure,Ubisoft,0.2,0.05,0.0,0.01,0.26
4169,Console,2014.0,Action,Activision,0.1,0.14,0.0,0.02,0.26
4170,Console,2009.0,Sports,Electronic Arts,0.12,0.01,0.0,0.13,0.26
4171,Handheld,2007.0,Strategy,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26
4172,Console,2007.0,Action,Ubisoft,0.2,0.03,0.0,0.03,0.26
4173,Console,2009.0,Action,Activision,0.14,0.09,0.0,0.03,0.26
4174,Handheld,2009.0,Sports,Sony Computer Entertainment,0.24,0.0,0.0,0.02,0.26
4175,Handheld,2004.0,Puzzle,Nintendo,0.13,0.01,0.11,0.01,0.26
4176,Handheld,2004.0,Action,Nintendo,0.1,0.04,0.11,0.01,0.26
4177,Console,2007.0,Action,THQ,0.24,0.0,0.0,0.02,0.26
4178,Console,2005.0,Action,Ubisoft,0.2,0.03,0.0,0.02,0.26
4179,Handheld,2003.0,Action,Konami Digital Entertainment,0.18,0.07,0.0,0.0,0.26
4180,Console,2013.0,Shooter,Electronic Arts,0.16,0.07,0.0,0.02,0.26
4181,Console,2005.0,Adventure,Electronic Arts,0.19,0.06,0.0,0.01,0.26
4182,Handheld,2007.0,Racing,Sega,0.03,0.15,0.0,0.08,0.26
4183,Console,1996.0,Sports,Sega,0.0,0.0,0.26,0.0,0.26
4184,Console,2013.0,Action,Namco Bandai Games,0.1,0.11,0.0,0.05,0.26
4185,Console,2002.0,Adventure,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.26
4186,Console,2008.0,Simulation,Ubisoft,0.23,0.0,0.0,0.02,0.26
4187,Console,2005.0,Misc,THQ,0.19,0.06,0.0,0.01,0.26
4188,Console,2012.0,Action,Sony Computer Entertainment,0.0,0.0,0.26,0.0,0.26
4189,Console,2004.0,Platform,Activision,0.2,0.05,0.0,0.01,0.26
4190,Handheld,2002.0,Platform,Electronic Arts,0.18,0.07,0.0,0.0,0.26
4191,Console,1999.0,Strategy,Nintendo,0.0,0.0,0.26,0.0,0.26
4192,Console,2008.0,Racing,Electronic Arts,0.22,0.01,0.0,0.02,0.26
4193,Console,2016.0,Action,Nintendo,0.03,0.11,0.1,0.01,0.26
4194,Handheld,2009.0,Adventure,Take-Two Interactive,0.24,0.0,0.0,0.02,0.26
4195,PC,2010.0,Simulation,Ubisoft,0.0,0.21,0.0,0.05,0.26
4196,Console,2004.0,Racing,Activision,0.13,0.1,0.0,0.03,0.26
4197,Console,1999.0,Sports,Electronic Arts,0.14,0.1,0.0,0.02,0.26
4198,Console,2003.0,Sports,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.26
4199,Handheld,2002.0,Platform,Konami Digital Entertainment,0.16,0.06,0.04,0.0,0.26
4200,Handheld,2005.0,Misc,Nintendo,0.21,0.0,0.02,0.02,0.26
4201,Console,2001.0,Racing,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.26
4202,Console,2011.0,Misc,Take-Two Interactive,0.23,0.01,0.0,0.02,0.26
4203,Console,2004.0,Sports,Electronic Arts,0.2,0.05,0.0,0.01,0.26
4204,Handheld,2001.0,Fighting,Ubisoft,0.18,0.07,0.0,0.0,0.25
4205,Console,2007.0,Action,Electronic Arts,0.16,0.06,0.0,0.03,0.25
4206,Console,1998.0,Strategy,Namco Bandai Games,0.0,0.0,0.25,0.0,0.25
4207,Handheld,2008.0,Simulation,Ubisoft,0.23,0.01,0.0,0.02,0.25
4208,Console,2006.0,Action,THQ,0.12,0.1,0.0,0.03,0.25
4209,Handheld,2010.0,Role-Playing,Activision,0.22,0.01,0.0,0.02,0.25
4210,Console,2015.0,Platform,Sony Computer Entertainment,0.09,0.12,0.0,0.04,0.25
4211,Console,2008.0,Racing,Electronic Arts,0.23,0.0,0.0,0.02,0.25
4212,Console,2000.0,Sports,Take-Two Interactive,0.12,0.1,0.0,0.03,0.25
4213,Handheld,2011.0,Simulation,Ubisoft,0.11,0.09,0.03,0.02,0.25
4214,Console,2005.0,Misc,Activision,0.19,0.05,0.0,0.01,0.25
4215,Console,2014.0,Misc,Sega,0.09,0.04,0.1,0.03,0.25
4216,Handheld,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,0.25,0.0,0.25
4217,Console,2002.0,Sports,Electronic Arts,0.19,0.05,0.0,0.01,0.25
4218,Handheld,2009.0,Misc,Ubisoft,0.21,0.02,0.0,0.03,0.25
4219,Handheld,2010.0,Misc,Sega,0.0,0.0,0.25,0.0,0.25
4220,Console,1999.0,Misc,Ubisoft,0.14,0.1,0.0,0.02,0.25
4221,Console,2007.0,Sports,Activision,0.22,0.01,0.0,0.02,0.25
4222,Console,2006.0,Racing,THQ,0.22,0.02,0.0,0.02,0.25
4223,Console,2012.0,Action,Activision,0.14,0.09,0.0,0.02,0.25
4224,Console,2011.0,Action,THQ,0.16,0.07,0.0,0.02,0.25
4225,Console,2009.0,Action,THQ,0.15,0.07,0.0,0.03,0.25
4226,Console,2012.0,Simulation,Konami Digital Entertainment,0.1,0.09,0.02,0.04,0.25
4227,Console,2008.0,Action,Activision,0.12,0.1,0.0,0.03,0.25
4228,Console,2007.0,Action,Electronic Arts,0.22,0.01,0.0,0.02,0.25
4229,Console,2011.0,Misc,Ubisoft,0.1,0.1,0.0,0.04,0.25
4230,Handheld,2013.0,Sports,Electronic Arts,0.0,0.23,0.0,0.03,0.25
4231,Handheld,2001.0,Puzzle,Activision,0.1,0.04,0.1,0.01,0.25
4232,Console,2005.0,Shooter,Electronic Arts,0.19,0.05,0.0,0.01,0.25
4233,Console,2008.0,Action,Activision,0.22,0.01,0.0,0.02,0.25
4234,Console,2003.0,Platform,Sega,0.19,0.05,0.0,0.01,0.25
4235,Console,2009.0,Action,THQ,0.25,0.0,0.0,0.0,0.25
4236,Console,2002.0,Racing,Sony Computer Entertainment,0.12,0.1,0.0,0.03,0.25
4237,Console,2011.0,Action,Activision,0.18,0.05,0.0,0.02,0.25
4238,Handheld,2008.0,Sports,Electronic Arts,0.06,0.13,0.0,0.06,0.25
4239,Console,2006.0,Action,THQ,0.21,0.02,0.0,0.02,0.25
4240,Console,2005.0,Sports,Electronic Arts,0.19,0.05,0.0,0.01,0.25
4241,Console,2000.0,Fighting,Ubisoft,0.14,0.09,0.0,0.02,0.25
4242,Console,2003.0,Shooter,Ubisoft,0.16,0.08,0.0,0.01,0.25
4243,Console,2007.0,Racing,THQ,0.23,0.0,0.0,0.02,0.25
4244,Console,2008.0,Sports,Take-Two Interactive,0.14,0.08,0.0,0.02,0.25
4245,Console,1999.0,Role-Playing,Konami Digital Entertainment,0.16,0.04,0.05,0.0,0.25
